"id","real_date","year","quarter","month","month_name","week_in_month","day_in_month","day_name","week_name"
"3962","2017-11-05","2017","Q4","11","Nov","2","5","Nov 5","Week 2"
"3963","2017-11-06","2017","Q4","11","Nov","2","6","Nov 6","Week 2"
"3964","2017-11-07","2017","Q4","11","Nov","2","7","Nov 7","Week 2"
"3965","2017-11-08","2017","Q4","11","Nov","2","8","Nov 8","Week 2"
"3966","2017-11-09","2017","Q4","11","Nov","2","9","Nov 9","Week 2"
"3967","2017-11-10","2017","Q4","11","Nov","2","10","Nov 10","Week 2"
"3968","2017-11-11","2017","Q4","11","Nov","2","11","Nov 11","Week 2"
"3969","2017-11-12","2017","Q4","11","Nov","3","12","Nov 12","Week 3"
"3970","2017-11-13","2017","Q4","11","Nov","3","13","Nov 13","Week 3"
"3971","2017-11-14","2017","Q4","11","Nov","3","14","Nov 14","Week 3"
"3972","2017-11-15","2017","Q4","11","Nov","3","15","Nov 15","Week 3"
"3973","2017-11-16","2017","Q4","11","Nov","3","16","Nov 16","Week 3"
"3974","2017-11-17","2017","Q4","11","Nov","3","17","Nov 17","Week 3"
"3975","2017-11-18","2017","Q4","11","Nov","3","18","Nov 18","Week 3"
"3976","2017-11-19","2017","Q4","11","Nov","4","19","Nov 19","Week 4"
"3977","2017-11-20","2017","Q4","11","Nov","4","20","Nov 20","Week 4"
"3978","2017-11-21","2017","Q4","11","Nov","4","21","Nov 21","Week 4"
"3979","2017-11-22","2017","Q4","11","Nov","4","22","Nov 22","Week 4"
"3980","2017-11-23","2017","Q4","11","Nov","4","23","Nov 23","Week 4"
"3981","2017-11-24","2017","Q4","11","Nov","4","24","Nov 24","Week 4"
"3982","2017-11-25","2017","Q4","11","Nov","4","25","Nov 25","Week 4"
"3983","2017-11-26","2017","Q4","11","Nov","5","26","Nov 26","Week 5"
"3984","2017-11-27","2017","Q4","11","Nov","5","27","Nov 27","Week 5"
"3985","2017-11-28","2017","Q4","11","Nov","5","28","Nov 28","Week 5"
"3986","2017-11-29","2017","Q4","11","Nov","5","29","Nov 29","Week 5"
"3987","2017-11-30","2017","Q4","11","Nov","5","30","Nov 30","Week 5"
"3988","2017-12-01","2017","Q4","12","Dec","1","1","Dec 1","Week 1"
"3989","2017-12-02","2017","Q4","12","Dec","1","2","Dec 2","Week 1"
"3990","2017-12-03","2017","Q4","12","Dec","2","3","Dec 3","Week 2"
"3991","2017-12-04","2017","Q4","12","Dec","2","4","Dec 4","Week 2"
"3992","2017-12-05","2017","Q4","12","Dec","2","5","Dec 5","Week 2"
"3993","2017-12-06","2017","Q4","12","Dec","2","6","Dec 6","Week 2"
"3994","2017-12-07","2017","Q4","12","Dec","2","7","Dec 7","Week 2"
"3995","2017-12-08","2017","Q4","12","Dec","2","8","Dec 8","Week 2"
"3996","2017-12-09","2017","Q4","12","Dec","2","9","Dec 9","Week 2"
"3997","2017-12-10","2017","Q4","12","Dec","3","10","Dec 10","Week 3"
"3998","2017-12-11","2017","Q4","12","Dec","3","11","Dec 11","Week 3"
"3999","2017-12-12","2017","Q4","12","Dec","3","12","Dec 12","Week 3"
"4000","2017-12-13","2017","Q4","12","Dec","3","13","Dec 13","Week 3"
"4001","2017-12-14","2017","Q4","12","Dec","3","14","Dec 14","Week 3"
"4002","2017-12-15","2017","Q4","12","Dec","3","15","Dec 15","Week 3"
"4003","2017-12-16","2017","Q4","12","Dec","3","16","Dec 16","Week 3"
"4004","2017-12-17","2017","Q4","12","Dec","4","17","Dec 17","Week 4"
"4005","2017-12-18","2017","Q4","12","Dec","4","18","Dec 18","Week 4"
"4006","2017-12-19","2017","Q4","12","Dec","4","19","Dec 19","Week 4"
"4007","2017-12-20","2017","Q4","12","Dec","4","20","Dec 20","Week 4"
"4008","2017-12-21","2017","Q4","12","Dec","4","21","Dec 21","Week 4"
"4009","2017-12-22","2017","Q4","12","Dec","4","22","Dec 22","Week 4"
"4010","2017-12-23","2017","Q4","12","Dec","4","23","Dec 23","Week 4"
"4011","2017-12-24","2017","Q4","12","Dec","5","24","Dec 24","Week 5"
"4012","2017-12-25","2017","Q4","12","Dec","5","25","Dec 25","Week 5"
"4013","2017-12-26","2017","Q4","12","Dec","5","26","Dec 26","Week 5"
"4014","2017-12-27","2017","Q4","12","Dec","5","27","Dec 27","Week 5"
"4015","2017-12-28","2017","Q4","12","Dec","5","28","Dec 28","Week 5"
"4016","2017-12-29","2017","Q4","12","Dec","5","29","Dec 29","Week 5"
"4017","2017-12-30","2017","Q4","12","Dec","5","30","Dec 30","Week 5"
"4018","2017-12-31","2017","Q4","12","Dec","6","31","Dec 31","Week 6"
"4019","2018-01-01","2018","Q1","1","Jan","1","1","Jan 1","Week 1"
"4020","2018-01-02","2018","Q1","1","Jan","1","2","Jan 2","Week 1"
"4021","2018-01-03","2018","Q1","1","Jan","1","3","Jan 3","Week 1"
"4022","2018-01-04","2018","Q1","1","Jan","1","4","Jan 4","Week 1"
"4023","2018-01-05","2018","Q1","1","Jan","1","5","Jan 5","Week 1"
"4024","2018-01-06","2018","Q1","1","Jan","1","6","Jan 6","Week 1"
"4025","2018-01-07","2018","Q1","1","Jan","2","7","Jan 7","Week 2"
"4026","2018-01-08","2018","Q1","1","Jan","2","8","Jan 8","Week 2"
"4027","2018-01-09","2018","Q1","1","Jan","2","9","Jan 9","Week 2"
"4028","2018-01-10","2018","Q1","1","Jan","2","10","Jan 10","Week 2"
"4029","2018-01-11","2018","Q1","1","Jan","2","11","Jan 11","Week 2"
"4030","2018-01-12","2018","Q1","1","Jan","2","12","Jan 12","Week 2"
"4031","2018-01-13","2018","Q1","1","Jan","2","13","Jan 13","Week 2"
"4032","2018-01-14","2018","Q1","1","Jan","3","14","Jan 14","Week 3"
"4033","2018-01-15","2018","Q1","1","Jan","3","15","Jan 15","Week 3"
"4034","2018-01-16","2018","Q1","1","Jan","3","16","Jan 16","Week 3"
"4035","2018-01-17","2018","Q1","1","Jan","3","17","Jan 17","Week 3"
"4036","2018-01-18","2018","Q1","1","Jan","3","18","Jan 18","Week 3"
"4037","2018-01-19","2018","Q1","1","Jan","3","19","Jan 19","Week 3"
"4038","2018-01-20","2018","Q1","1","Jan","3","20","Jan 20","Week 3"
"4039","2018-01-21","2018","Q1","1","Jan","4","21","Jan 21","Week 4"
"4040","2018-01-22","2018","Q1","1","Jan","4","22","Jan 22","Week 4"
"4041","2018-01-23","2018","Q1","1","Jan","4","23","Jan 23","Week 4"
"4042","2018-01-24","2018","Q1","1","Jan","4","24","Jan 24","Week 4"
"4043","2018-01-25","2018","Q1","1","Jan","4","25","Jan 25","Week 4"
"4044","2018-01-26","2018","Q1","1","Jan","4","26","Jan 26","Week 4"
"4045","2018-01-27","2018","Q1","1","Jan","4","27","Jan 27","Week 4"
"4046","2018-01-28","2018","Q1","1","Jan","5","28","Jan 28","Week 5"
"4047","2018-01-29","2018","Q1","1","Jan","5","29","Jan 29","Week 5"
"4048","2018-01-30","2018","Q1","1","Jan","5","30","Jan 30","Week 5"
"4049","2018-01-31","2018","Q1","1","Jan","5","31","Jan 31","Week 5"
"4050","2018-02-01","2018","Q1","2","Feb","1","1","Feb 1","Week 1"
"4051","2018-02-02","2018","Q1","2","Feb","1","2","Feb 2","Week 1"
"4052","2018-02-03","2018","Q1","2","Feb","1","3","Feb 3","Week 1"
"4053","2018-02-04","2018","Q1","2","Feb","2","4","Feb 4","Week 2"
"4054","2018-02-05","2018","Q1","2","Feb","2","5","Feb 5","Week 2"
"4055","2018-02-06","2018","Q1","2","Feb","2","6","Feb 6","Week 2"
"4056","2018-02-07","2018","Q1","2","Feb","2","7","Feb 7","Week 2"
"4057","2018-02-08","2018","Q1","2","Feb","2","8","Feb 8","Week 2"
"4058","2018-02-09","2018","Q1","2","Feb","2","9","Feb 9","Week 2"
"4059","2018-02-10","2018","Q1","2","Feb","2","10","Feb 10","Week 2"
"4060","2018-02-11","2018","Q1","2","Feb","3","11","Feb 11","Week 3"
"4061","2018-02-12","2018","Q1","2","Feb","3","12","Feb 12","Week 3"
"4062","2018-02-13","2018","Q1","2","Feb","3","13","Feb 13","Week 3"
"4063","2018-02-14","2018","Q1","2","Feb","3","14","Feb 14","Week 3"
"4064","2018-02-15","2018","Q1","2","Feb","3","15","Feb 15","Week 3"
"4065","2018-02-16","2018","Q1","2","Feb","3","16","Feb 16","Week 3"
"4066","2018-02-17","2018","Q1","2","Feb","3","17","Feb 17","Week 3"
"4067","2018-02-18","2018","Q1","2","Feb","4","18","Feb 18","Week 4"
"4068","2018-02-19","2018","Q1","2","Feb","4","19","Feb 19","Week 4"
"4069","2018-02-20","2018","Q1","2","Feb","4","20","Feb 20","Week 4"
"4070","2018-02-21","2018","Q1","2","Feb","4","21","Feb 21","Week 4"
"4071","2018-02-22","2018","Q1","2","Feb","4","22","Feb 22","Week 4"
"4072","2018-02-23","2018","Q1","2","Feb","4","23","Feb 23","Week 4"
"4073","2018-02-24","2018","Q1","2","Feb","4","24","Feb 24","Week 4"
"4074","2018-02-25","2018","Q1","2","Feb","5","25","Feb 25","Week 5"
"4075","2018-02-26","2018","Q1","2","Feb","5","26","Feb 26","Week 5"
"4076","2018-02-27","2018","Q1","2","Feb","5","27","Feb 27","Week 5"
"4077","2018-02-28","2018","Q1","2","Feb","5","28","Feb 28","Week 5"
"4078","2018-03-01","2018","Q1","3","Mar","1","1","Mar 1","Week 1"
"4079","2018-03-02","2018","Q1","3","Mar","1","2","Mar 2","Week 1"
"4080","2018-03-03","2018","Q1","3","Mar","1","3","Mar 3","Week 1"
"4081","2018-03-04","2018","Q1","3","Mar","2","4","Mar 4","Week 2"
"4082","2018-03-05","2018","Q1","3","Mar","2","5","Mar 5","Week 2"
"4083","2018-03-06","2018","Q1","3","Mar","2","6","Mar 6","Week 2"
"4084","2018-03-07","2018","Q1","3","Mar","2","7","Mar 7","Week 2"
"4085","2018-03-08","2018","Q1","3","Mar","2","8","Mar 8","Week 2"
"4086","2018-03-09","2018","Q1","3","Mar","2","9","Mar 9","Week 2"
"4087","2018-03-10","2018","Q1","3","Mar","2","10","Mar 10","Week 2"
"4088","2018-03-11","2018","Q1","3","Mar","3","11","Mar 11","Week 3"
"4089","2018-03-12","2018","Q1","3","Mar","3","12","Mar 12","Week 3"
"4090","2018-03-13","2018","Q1","3","Mar","3","13","Mar 13","Week 3"
"4091","2018-03-14","2018","Q1","3","Mar","3","14","Mar 14","Week 3"
"4092","2018-03-15","2018","Q1","3","Mar","3","15","Mar 15","Week 3"
"4093","2018-03-16","2018","Q1","3","Mar","3","16","Mar 16","Week 3"
"4094","2018-03-17","2018","Q1","3","Mar","3","17","Mar 17","Week 3"
"4095","2018-03-18","2018","Q1","3","Mar","4","18","Mar 18","Week 4"
"4096","2018-03-19","2018","Q1","3","Mar","4","19","Mar 19","Week 4"
"4097","2018-03-20","2018","Q1","3","Mar","4","20","Mar 20","Week 4"
"4098","2018-03-21","2018","Q1","3","Mar","4","21","Mar 21","Week 4"
"4099","2018-03-22","2018","Q1","3","Mar","4","22","Mar 22","Week 4"
"4100","2018-03-23","2018","Q1","3","Mar","4","23","Mar 23","Week 4"
"4101","2018-03-24","2018","Q1","3","Mar","4","24","Mar 24","Week 4"
"4102","2018-03-25","2018","Q1","3","Mar","5","25","Mar 25","Week 5"
"4103","2018-03-26","2018","Q1","3","Mar","5","26","Mar 26","Week 5"
"4104","2018-03-27","2018","Q1","3","Mar","5","27","Mar 27","Week 5"
"4105","2018-03-28","2018","Q1","3","Mar","5","28","Mar 28","Week 5"
"4106","2018-03-29","2018","Q1","3","Mar","5","29","Mar 29","Week 5"
"4107","2018-03-30","2018","Q1","3","Mar","5","30","Mar 30","Week 5"
"4108","2018-03-31","2018","Q1","3","Mar","5","31","Mar 31","Week 5"
"4109","2018-04-01","2018","Q2","4","Apr","1","1","Apr 1","Week 1"
"4110","2018-04-02","2018","Q2","4","Apr","1","2","Apr 2","Week 1"
"4111","2018-04-03","2018","Q2","4","Apr","1","3","Apr 3","Week 1"
"4112","2018-04-04","2018","Q2","4","Apr","1","4","Apr 4","Week 1"
"4113","2018-04-05","2018","Q2","4","Apr","1","5","Apr 5","Week 1"
"4114","2018-04-06","2018","Q2","4","Apr","1","6","Apr 6","Week 1"
"4115","2018-04-07","2018","Q2","4","Apr","1","7","Apr 7","Week 1"
"4116","2018-04-08","2018","Q2","4","Apr","2","8","Apr 8","Week 2"
"4117","2018-04-09","2018","Q2","4","Apr","2","9","Apr 9","Week 2"
"4118","2018-04-10","2018","Q2","4","Apr","2","10","Apr 10","Week 2"
"4119","2018-04-11","2018","Q2","4","Apr","2","11","Apr 11","Week 2"
"4120","2018-04-12","2018","Q2","4","Apr","2","12","Apr 12","Week 2"
"4121","2018-04-13","2018","Q2","4","Apr","2","13","Apr 13","Week 2"
"4122","2018-04-14","2018","Q2","4","Apr","2","14","Apr 14","Week 2"
"4123","2018-04-15","2018","Q2","4","Apr","3","15","Apr 15","Week 3"
"4124","2018-04-16","2018","Q2","4","Apr","3","16","Apr 16","Week 3"
"4125","2018-04-17","2018","Q2","4","Apr","3","17","Apr 17","Week 3"
"4126","2018-04-18","2018","Q2","4","Apr","3","18","Apr 18","Week 3"
"4127","2018-04-19","2018","Q2","4","Apr","3","19","Apr 19","Week 3"
"4128","2018-04-20","2018","Q2","4","Apr","3","20","Apr 20","Week 3"
"4129","2018-04-21","2018","Q2","4","Apr","3","21","Apr 21","Week 3"
"4130","2018-04-22","2018","Q2","4","Apr","4","22","Apr 22","Week 4"
"4131","2018-04-23","2018","Q2","4","Apr","4","23","Apr 23","Week 4"
"4132","2018-04-24","2018","Q2","4","Apr","4","24","Apr 24","Week 4"
"4133","2018-04-25","2018","Q2","4","Apr","4","25","Apr 25","Week 4"
"4134","2018-04-26","2018","Q2","4","Apr","4","26","Apr 26","Week 4"
"4135","2018-04-27","2018","Q2","4","Apr","4","27","Apr 27","Week 4"
"4136","2018-04-28","2018","Q2","4","Apr","4","28","Apr 28","Week 4"
"4137","2018-04-29","2018","Q2","4","Apr","5","29","Apr 29","Week 5"
"4138","2018-04-30","2018","Q2","4","Apr","5","30","Apr 30","Week 5"
"4139","2018-05-01","2018","Q2","5","May","1","1","May 1","Week 1"
"4140","2018-05-02","2018","Q2","5","May","1","2","May 2","Week 1"
"4141","2018-05-03","2018","Q2","5","May","1","3","May 3","Week 1"
"4142","2018-05-04","2018","Q2","5","May","1","4","May 4","Week 1"
"4143","2018-05-05","2018","Q2","5","May","1","5","May 5","Week 1"
"4144","2018-05-06","2018","Q2","5","May","2","6","May 6","Week 2"
"4145","2018-05-07","2018","Q2","5","May","2","7","May 7","Week 2"
"4146","2018-05-08","2018","Q2","5","May","2","8","May 8","Week 2"
"4147","2018-05-09","2018","Q2","5","May","2","9","May 9","Week 2"
"4148","2018-05-10","2018","Q2","5","May","2","10","May 10","Week 2"
"4149","2018-05-11","2018","Q2","5","May","2","11","May 11","Week 2"
"4150","2018-05-12","2018","Q2","5","May","2","12","May 12","Week 2"
"4151","2018-05-13","2018","Q2","5","May","3","13","May 13","Week 3"
"4152","2018-05-14","2018","Q2","5","May","3","14","May 14","Week 3"
"4153","2018-05-15","2018","Q2","5","May","3","15","May 15","Week 3"
"4154","2018-05-16","2018","Q2","5","May","3","16","May 16","Week 3"
"4155","2018-05-17","2018","Q2","5","May","3","17","May 17","Week 3"
"4156","2018-05-18","2018","Q2","5","May","3","18","May 18","Week 3"
"4157","2018-05-19","2018","Q2","5","May","3","19","May 19","Week 3"
"4158","2018-05-20","2018","Q2","5","May","4","20","May 20","Week 4"
"4159","2018-05-21","2018","Q2","5","May","4","21","May 21","Week 4"
"4160","2018-05-22","2018","Q2","5","May","4","22","May 22","Week 4"
"4161","2018-05-23","2018","Q2","5","May","4","23","May 23","Week 4"
"4162","2018-05-24","2018","Q2","5","May","4","24","May 24","Week 4"
"4163","2018-05-25","2018","Q2","5","May","4","25","May 25","Week 4"
"4164","2018-05-26","2018","Q2","5","May","4","26","May 26","Week 4"
"4165","2018-05-27","2018","Q2","5","May","5","27","May 27","Week 5"
"4166","2018-05-28","2018","Q2","5","May","5","28","May 28","Week 5"
"4167","2018-05-29","2018","Q2","5","May","5","29","May 29","Week 5"
"4168","2018-05-30","2018","Q2","5","May","5","30","May 30","Week 5"
"4169","2018-05-31","2018","Q2","5","May","5","31","May 31","Week 5"
"4170","2018-06-01","2018","Q2","6","Jun","1","1","Jun 1","Week 1"
"4171","2018-06-02","2018","Q2","6","Jun","1","2","Jun 2","Week 1"
"4172","2018-06-03","2018","Q2","6","Jun","2","3","Jun 3","Week 2"
"4173","2018-06-04","2018","Q2","6","Jun","2","4","Jun 4","Week 2"
"4174","2018-06-05","2018","Q2","6","Jun","2","5","Jun 5","Week 2"
"4175","2018-06-06","2018","Q2","6","Jun","2","6","Jun 6","Week 2"
"4176","2018-06-07","2018","Q2","6","Jun","2","7","Jun 7","Week 2"
"4177","2018-06-08","2018","Q2","6","Jun","2","8","Jun 8","Week 2"
"4178","2018-06-09","2018","Q2","6","Jun","2","9","Jun 9","Week 2"
"4179","2018-06-10","2018","Q2","6","Jun","3","10","Jun 10","Week 3"
"4180","2018-06-11","2018","Q2","6","Jun","3","11","Jun 11","Week 3"
"4181","2018-06-12","2018","Q2","6","Jun","3","12","Jun 12","Week 3"
"4182","2018-06-13","2018","Q2","6","Jun","3","13","Jun 13","Week 3"
"4183","2018-06-14","2018","Q2","6","Jun","3","14","Jun 14","Week 3"
"4184","2018-06-15","2018","Q2","6","Jun","3","15","Jun 15","Week 3"
"4185","2018-06-16","2018","Q2","6","Jun","3","16","Jun 16","Week 3"
"4186","2018-06-17","2018","Q2","6","Jun","4","17","Jun 17","Week 4"
"4187","2018-06-18","2018","Q2","6","Jun","4","18","Jun 18","Week 4"
"4188","2018-06-19","2018","Q2","6","Jun","4","19","Jun 19","Week 4"
"4189","2018-06-20","2018","Q2","6","Jun","4","20","Jun 20","Week 4"
"4190","2018-06-21","2018","Q2","6","Jun","4","21","Jun 21","Week 4"
"4191","2018-06-22","2018","Q2","6","Jun","4","22","Jun 22","Week 4"
"4192","2018-06-23","2018","Q2","6","Jun","4","23","Jun 23","Week 4"
"4193","2018-06-24","2018","Q2","6","Jun","5","24","Jun 24","Week 5"
"4194","2018-06-25","2018","Q2","6","Jun","5","25","Jun 25","Week 5"
"4195","2018-06-26","2018","Q2","6","Jun","5","26","Jun 26","Week 5"
"4196","2018-06-27","2018","Q2","6","Jun","5","27","Jun 27","Week 5"
"4197","2018-06-28","2018","Q2","6","Jun","5","28","Jun 28","Week 5"
"4198","2018-06-29","2018","Q2","6","Jun","5","29","Jun 29","Week 5"
"4199","2018-06-30","2018","Q2","6","Jun","5","30","Jun 30","Week 5"
"4200","2018-07-01","2018","Q3","7","Jul","1","1","Jul 1","Week 1"
"4201","2018-07-02","2018","Q3","7","Jul","1","2","Jul 2","Week 1"
"4202","2018-07-03","2018","Q3","7","Jul","1","3","Jul 3","Week 1"
"4203","2018-07-04","2018","Q3","7","Jul","1","4","Jul 4","Week 1"
"4204","2018-07-05","2018","Q3","7","Jul","1","5","Jul 5","Week 1"
"4205","2018-07-06","2018","Q3","7","Jul","1","6","Jul 6","Week 1"
"4206","2018-07-07","2018","Q3","7","Jul","1","7","Jul 7","Week 1"
"4207","2018-07-08","2018","Q3","7","Jul","2","8","Jul 8","Week 2"
"4208","2018-07-09","2018","Q3","7","Jul","2","9","Jul 9","Week 2"
"4209","2018-07-10","2018","Q3","7","Jul","2","10","Jul 10","Week 2"
"4210","2018-07-11","2018","Q3","7","Jul","2","11","Jul 11","Week 2"
"4211","2018-07-12","2018","Q3","7","Jul","2","12","Jul 12","Week 2"
"4212","2018-07-13","2018","Q3","7","Jul","2","13","Jul 13","Week 2"
"4213","2018-07-14","2018","Q3","7","Jul","2","14","Jul 14","Week 2"
"4214","2018-07-15","2018","Q3","7","Jul","3","15","Jul 15","Week 3"
"4215","2018-07-16","2018","Q3","7","Jul","3","16","Jul 16","Week 3"
"4216","2018-07-17","2018","Q3","7","Jul","3","17","Jul 17","Week 3"
"4217","2018-07-18","2018","Q3","7","Jul","3","18","Jul 18","Week 3"
"4218","2018-07-19","2018","Q3","7","Jul","3","19","Jul 19","Week 3"
"4219","2018-07-20","2018","Q3","7","Jul","3","20","Jul 20","Week 3"
"4220","2018-07-21","2018","Q3","7","Jul","3","21","Jul 21","Week 3"
"4221","2018-07-22","2018","Q3","7","Jul","4","22","Jul 22","Week 4"
"4222","2018-07-23","2018","Q3","7","Jul","4","23","Jul 23","Week 4"
"4223","2018-07-24","2018","Q3","7","Jul","4","24","Jul 24","Week 4"
"4224","2018-07-25","2018","Q3","7","Jul","4","25","Jul 25","Week 4"
"4225","2018-07-26","2018","Q3","7","Jul","4","26","Jul 26","Week 4"
"4226","2018-07-27","2018","Q3","7","Jul","4","27","Jul 27","Week 4"
"4227","2018-07-28","2018","Q3","7","Jul","4","28","Jul 28","Week 4"
"4228","2018-07-29","2018","Q3","7","Jul","5","29","Jul 29","Week 5"
"4229","2018-07-30","2018","Q3","7","Jul","5","30","Jul 30","Week 5"
"4230","2018-07-31","2018","Q3","7","Jul","5","31","Jul 31","Week 5"
"4231","2018-08-01","2018","Q3","8","Aug","1","1","Aug 1","Week 1"
"4232","2018-08-02","2018","Q3","8","Aug","1","2","Aug 2","Week 1"
"4233","2018-08-03","2018","Q3","8","Aug","1","3","Aug 3","Week 1"
"4234","2018-08-04","2018","Q3","8","Aug","1","4","Aug 4","Week 1"
"4235","2018-08-05","2018","Q3","8","Aug","2","5","Aug 5","Week 2"
"4236","2018-08-06","2018","Q3","8","Aug","2","6","Aug 6","Week 2"
"4237","2018-08-07","2018","Q3","8","Aug","2","7","Aug 7","Week 2"
"4238","2018-08-08","2018","Q3","8","Aug","2","8","Aug 8","Week 2"
"4239","2018-08-09","2018","Q3","8","Aug","2","9","Aug 9","Week 2"
"4240","2018-08-10","2018","Q3","8","Aug","2","10","Aug 10","Week 2"
"4241","2018-08-11","2018","Q3","8","Aug","2","11","Aug 11","Week 2"
"4242","2018-08-12","2018","Q3","8","Aug","3","12","Aug 12","Week 3"
"4243","2018-08-13","2018","Q3","8","Aug","3","13","Aug 13","Week 3"
"4244","2018-08-14","2018","Q3","8","Aug","3","14","Aug 14","Week 3"
"4245","2018-08-15","2018","Q3","8","Aug","3","15","Aug 15","Week 3"
"4246","2018-08-16","2018","Q3","8","Aug","3","16","Aug 16","Week 3"
"4247","2018-08-17","2018","Q3","8","Aug","3","17","Aug 17","Week 3"
"4248","2018-08-18","2018","Q3","8","Aug","3","18","Aug 18","Week 3"
"4249","2018-08-19","2018","Q3","8","Aug","4","19","Aug 19","Week 4"
"4250","2018-08-20","2018","Q3","8","Aug","4","20","Aug 20","Week 4"
"4251","2018-08-21","2018","Q3","8","Aug","4","21","Aug 21","Week 4"
"4252","2018-08-22","2018","Q3","8","Aug","4","22","Aug 22","Week 4"
"4253","2018-08-23","2018","Q3","8","Aug","4","23","Aug 23","Week 4"
"4254","2018-08-24","2018","Q3","8","Aug","4","24","Aug 24","Week 4"
"4255","2018-08-25","2018","Q3","8","Aug","4","25","Aug 25","Week 4"
"4256","2018-08-26","2018","Q3","8","Aug","5","26","Aug 26","Week 5"
"4257","2018-08-27","2018","Q3","8","Aug","5","27","Aug 27","Week 5"
"4258","2018-08-28","2018","Q3","8","Aug","5","28","Aug 28","Week 5"
"4259","2018-08-29","2018","Q3","8","Aug","5","29","Aug 29","Week 5"
"4260","2018-08-30","2018","Q3","8","Aug","5","30","Aug 30","Week 5"
"4261","2018-08-31","2018","Q3","8","Aug","5","31","Aug 31","Week 5"
"4262","2018-09-01","2018","Q3","9","Sep","1","1","Sep 1","Week 1"
"4263","2018-09-02","2018","Q3","9","Sep","2","2","Sep 2","Week 2"
"4264","2018-09-03","2018","Q3","9","Sep","2","3","Sep 3","Week 2"
"4265","2018-09-04","2018","Q3","9","Sep","2","4","Sep 4","Week 2"
"4266","2018-09-05","2018","Q3","9","Sep","2","5","Sep 5","Week 2"
"4267","2018-09-06","2018","Q3","9","Sep","2","6","Sep 6","Week 2"
"4268","2018-09-07","2018","Q3","9","Sep","2","7","Sep 7","Week 2"
"4269","2018-09-08","2018","Q3","9","Sep","2","8","Sep 8","Week 2"
"4270","2018-09-09","2018","Q3","9","Sep","3","9","Sep 9","Week 3"
"4271","2018-09-10","2018","Q3","9","Sep","3","10","Sep 10","Week 3"
"4272","2018-09-11","2018","Q3","9","Sep","3","11","Sep 11","Week 3"
"4273","2018-09-12","2018","Q3","9","Sep","3","12","Sep 12","Week 3"
"4274","2018-09-13","2018","Q3","9","Sep","3","13","Sep 13","Week 3"
"4275","2018-09-14","2018","Q3","9","Sep","3","14","Sep 14","Week 3"
"4276","2018-09-15","2018","Q3","9","Sep","3","15","Sep 15","Week 3"
"4277","2018-09-16","2018","Q3","9","Sep","4","16","Sep 16","Week 4"
"4278","2018-09-17","2018","Q3","9","Sep","4","17","Sep 17","Week 4"
"4279","2018-09-18","2018","Q3","9","Sep","4","18","Sep 18","Week 4"
"4280","2018-09-19","2018","Q3","9","Sep","4","19","Sep 19","Week 4"
"4281","2018-09-20","2018","Q3","9","Sep","4","20","Sep 20","Week 4"
"4282","2018-09-21","2018","Q3","9","Sep","4","21","Sep 21","Week 4"
"4283","2018-09-22","2018","Q3","9","Sep","4","22","Sep 22","Week 4"
"4284","2018-09-23","2018","Q3","9","Sep","5","23","Sep 23","Week 5"
"4285","2018-09-24","2018","Q3","9","Sep","5","24","Sep 24","Week 5"
"4286","2018-09-25","2018","Q3","9","Sep","5","25","Sep 25","Week 5"
"4287","2018-09-26","2018","Q3","9","Sep","5","26","Sep 26","Week 5"
"4288","2018-09-27","2018","Q3","9","Sep","5","27","Sep 27","Week 5"
"4289","2018-09-28","2018","Q3","9","Sep","5","28","Sep 28","Week 5"
"4290","2018-09-29","2018","Q3","9","Sep","5","29","Sep 29","Week 5"
"4291","2018-09-30","2018","Q3","9","Sep","6","30","Sep 30","Week 6"
"4292","2018-10-01","2018","Q4","10","Oct","1","1","Oct 1","Week 1"
"4293","2018-10-02","2018","Q4","10","Oct","1","2","Oct 2","Week 1"
"4294","2018-10-03","2018","Q4","10","Oct","1","3","Oct 3","Week 1"
"4295","2018-10-04","2018","Q4","10","Oct","1","4","Oct 4","Week 1"
"4296","2018-10-05","2018","Q4","10","Oct","1","5","Oct 5","Week 1"
"4297","2018-10-06","2018","Q4","10","Oct","1","6","Oct 6","Week 1"
"4298","2018-10-07","2018","Q4","10","Oct","2","7","Oct 7","Week 2"
"4299","2018-10-08","2018","Q4","10","Oct","2","8","Oct 8","Week 2"
"4300","2018-10-09","2018","Q4","10","Oct","2","9","Oct 9","Week 2"
"4301","2018-10-10","2018","Q4","10","Oct","2","10","Oct 10","Week 2"
"4302","2018-10-11","2018","Q4","10","Oct","2","11","Oct 11","Week 2"
"4303","2018-10-12","2018","Q4","10","Oct","2","12","Oct 12","Week 2"
"4304","2018-10-13","2018","Q4","10","Oct","2","13","Oct 13","Week 2"
"4305","2018-10-14","2018","Q4","10","Oct","3","14","Oct 14","Week 3"
"4306","2018-10-15","2018","Q4","10","Oct","3","15","Oct 15","Week 3"
"4307","2018-10-16","2018","Q4","10","Oct","3","16","Oct 16","Week 3"
"4308","2018-10-17","2018","Q4","10","Oct","3","17","Oct 17","Week 3"
"4309","2018-10-18","2018","Q4","10","Oct","3","18","Oct 18","Week 3"
"4310","2018-10-19","2018","Q4","10","Oct","3","19","Oct 19","Week 3"
"4311","2018-10-20","2018","Q4","10","Oct","3","20","Oct 20","Week 3"
"4312","2018-10-21","2018","Q4","10","Oct","4","21","Oct 21","Week 4"
"4313","2018-10-22","2018","Q4","10","Oct","4","22","Oct 22","Week 4"
